,date,state,cases,deaths,mental disorder,frequency of mental disorder
1027,6/11/2020,Oklahoma,7626,357,Symptoms of Anxiety Disorder,30.9
1028,6/11/2020,Oklahoma,7626,357,Symptoms of Anxiety Disorder or Depressive Disorder,34.9
1029,6/11/2020,Oregon,5252,171,Symptoms of Depressive Disorder,31.1
1030,6/11/2020,Oregon,5252,171,Symptoms of Anxiety Disorder,39.8
1031,6/11/2020,Oregon,5252,171,Symptoms of Anxiety Disorder or Depressive Disorder,43.5
1032,6/11/2020,Pennsylvania,81944,6187,Symptoms of Depressive Disorder,25.5
1033,6/11/2020,Pennsylvania,81944,6187,Symptoms of Anxiety Disorder,28.4
1034,6/11/2020,Pennsylvania,81944,6187,Symptoms of Anxiety Disorder or Depressive Disorder,35.0
1035,6/11/2020,Rhode Island,15862,823,Symptoms of Depressive Disorder,24.1
1036,6/11/2020,Rhode Island,15862,823,Symptoms of Anxiety Disorder,25.5
1037,6/11/2020,Rhode Island,15862,823,Symptoms of Anxiety Disorder or Depressive Disorder,32.2
1038,6/11/2020,South Carolina,16441,588,Symptoms of Depressive Disorder,28.1
1039,6/11/2020,South Carolina,16441,588,Symptoms of Anxiety Disorder,30.6
1040,6/11/2020,South Carolina,16441,588,Symptoms of Anxiety Disorder or Depressive Disorder,35.5
1041,6/11/2020,South Dakota,5665,73,Symptoms of Depressive Disorder,19.2
1042,6/11/2020,South Dakota,5665,73,Symptoms of Anxiety Disorder,24.5
1043,6/11/2020,South Dakota,5665,73,Symptoms of Anxiety Disorder or Depressive Disorder,28.0
1044,6/11/2020,Tennessee,28766,441,Symptoms of Depressive Disorder,21.5
1045,6/11/2020,Tennessee,28766,441,Symptoms of Anxiety Disorder,28.7
1046,6/11/2020,Tennessee,28766,441,Symptoms of Anxiety Disorder or Depressive Disorder,31.7
1047,6/11/2020,Texas,83772,1942,Symptoms of Depressive Disorder,27.6
1048,6/11/2020,Texas,83772,1942,Symptoms of Anxiety Disorder,35.5
1049,6/11/2020,Texas,83772,1942,Symptoms of Anxiety Disorder or Depressive Disorder,39.5
1050,6/11/2020,Utah,13366,131,Symptoms of Depressive Disorder,18.5
1051,6/11/2020,Utah,13366,131,Symptoms of Anxiety Disorder,32.0
1052,6/11/2020,Utah,13366,131,Symptoms of Anxiety Disorder or Depressive Disorder,36.0
1053,6/11/2020,Vermont,1110,55,Symptoms of Depressive Disorder,26.2
1054,6/11/2020,Vermont,1110,55,Symptoms of Anxiety Disorder,33.0
1055,6/11/2020,Vermont,1110,55,Symptoms of Anxiety Disorder or Depressive Disorder,36.3
1056,6/11/2020,Virginia,52647,1520,Symptoms of Depressive Disorder,23.3
1057,6/11/2020,Virginia,52647,1520,Symptoms of Anxiety Disorder,30.1
1058,6/11/2020,Virginia,52647,1520,Symptoms of Anxiety Disorder or Depressive Disorder,33.9
1059,6/11/2020,Washington,26172,1198,Symptoms of Depressive Disorder,22.5
1060,6/11/2020,Washington,26172,1198,Symptoms of Anxiety Disorder,29.3
1061,6/11/2020,Washington,26172,1198,Symptoms of Anxiety Disorder or Depressive Disorder,34.2
1062,6/11/2020,West Virginia,2217,86,Symptoms of Depressive Disorder,23.5
1063,6/11/2020,West Virginia,2217,86,Symptoms of Anxiety Disorder,26.7
1064,6/11/2020,West Virginia,2217,86,Symptoms of Anxiety Disorder or Depressive Disorder,32.2
1065,6/11/2020,Wisconsin,24411,691,Symptoms of Depressive Disorder,17.5
1066,6/11/2020,Wisconsin,24411,691,Symptoms of Anxiety Disorder,23.5
1067,6/11/2020,Wisconsin,24411,691,Symptoms of Anxiety Disorder or Depressive Disorder,26.5
1068,6/11/2020,Wyoming,1009,18,Symptoms of Depressive Disorder,18.9
1069,6/11/2020,Wyoming,1009,18,Symptoms of Anxiety Disorder,24.2
1070,6/11/2020,Wyoming,1009,18,Symptoms of Anxiety Disorder or Depressive Disorder,32.6
1071,6/18/2020,Alabama,28206,810,Symptoms of Depressive Disorder,27.5
1072,6/18/2020,Alabama,28206,810,Symptoms of Anxiety Disorder,33.7
1073,6/18/2020,Alabama,28206,810,Symptoms of Anxiety Disorder or Depressive Disorder,38.0
1074,6/18/2020,Alaska,795,10,Symptoms of Depressive Disorder,25.7
1075,6/18/2020,Alaska,795,10,Symptoms of Anxiety Disorder,31.8
1076,6/18/2020,Alaska,795,10,Symptoms of Anxiety Disorder or Depressive Disorder,37.1
1077,6/18/2020,Arizona,43731,1287,Symptoms of Depressive Disorder,28.9
1078,6/18/2020,Arizona,43731,1287,Symptoms of Anxiety Disorder,34.7
1079,6/18/2020,Arizona,43731,1287,Symptoms of Anxiety Disorder or Depressive Disorder,40.1
1080,6/18/2020,Arkansas,13928,208,Symptoms of Depressive Disorder,28.7
1081,6/18/2020,Arkansas,13928,208,Symptoms of Anxiety Disorder,32.7
1082,6/18/2020,Arkansas,13928,208,Symptoms of Anxiety Disorder or Depressive Disorder,38.2
1083,6/18/2020,California,167135,5359,Symptoms of Depressive Disorder,26.4
1084,6/18/2020,California,167135,5359,Symptoms of Anxiety Disorder,34.4
1085,6/18/2020,California,167135,5359,Symptoms of Anxiety Disorder or Depressive Disorder,39.1
1086,6/18/2020,Colorado,29886,1638,Symptoms of Depressive Disorder,23.0
1087,6/18/2020,Colorado,29886,1638,Symptoms of Anxiety Disorder,26.7
1088,6/18/2020,Colorado,29886,1638,Symptoms of Anxiety Disorder or Depressive Disorder,31.4
1089,6/18/2020,Connecticut,45440,4226,Symptoms of Depressive Disorder,28.7
1090,6/18/2020,Connecticut,45440,4226,Symptoms of Anxiety Disorder,34.5
1091,6/18/2020,Connecticut,45440,4226,Symptoms of Anxiety Disorder or Depressive Disorder,39.4
1092,6/18/2020,Delaware,10499,431,Symptoms of Depressive Disorder,22.9
1093,6/18/2020,Delaware,10499,431,Symptoms of Anxiety Disorder,23.6
1094,6/18/2020,Delaware,10499,431,Symptoms of Anxiety Disorder or Depressive Disorder,30.9
1095,6/18/2020,District of Columbia,9903,527,Symptoms of Depressive Disorder,31.0
1096,6/18/2020,District of Columbia,9903,527,Symptoms of Anxiety Disorder,39.6
1097,6/18/2020,District of Columbia,9903,527,Symptoms of Anxiety Disorder or Depressive Disorder,43.1
1098,6/18/2020,Florida,85918,3060,Symptoms of Depressive Disorder,28.8
1099,6/18/2020,Florida,85918,3060,Symptoms of Anxiety Disorder,33.3
1100,6/18/2020,Florida,85918,3060,Symptoms of Anxiety Disorder or Depressive Disorder,39.7
1101,6/18/2020,Georgia,58040,2565,Symptoms of Depressive Disorder,27.9
1102,6/18/2020,Georgia,58040,2565,Symptoms of Anxiety Disorder,32.6
1103,6/18/2020,Georgia,58040,2565,Symptoms of Anxiety Disorder or Depressive Disorder,36.3
1104,6/18/2020,Hawaii,750,17,Symptoms of Depressive Disorder,18.3
1105,6/18/2020,Hawaii,750,17,Symptoms of Anxiety Disorder,22.9
1106,6/18/2020,Hawaii,750,17,Symptoms of Anxiety Disorder or Depressive Disorder,29.4
1107,6/18/2020,Idaho,3744,90,Symptoms of Depressive Disorder,23.0
1108,6/18/2020,Idaho,3744,90,Symptoms of Anxiety Disorder,28.3
1109,6/18/2020,Idaho,3744,90,Symptoms of Anxiety Disorder or Depressive Disorder,31.7
1110,6/18/2020,Illinois,136081,6737,Symptoms of Depressive Disorder,23.8
1111,6/18/2020,Illinois,136081,6737,Symptoms of Anxiety Disorder,30.6
1112,6/18/2020,Illinois,136081,6737,Symptoms of Anxiety Disorder or Depressive Disorder,34.2
1113,6/18/2020,Indiana,42480,2491,Symptoms of Depressive Disorder,23.7
1114,6/18/2020,Indiana,42480,2491,Symptoms of Anxiety Disorder,30.6
1115,6/18/2020,Indiana,42480,2491,Symptoms of Anxiety Disorder or Depressive Disorder,35.9
1116,6/18/2020,Iowa,24959,680,Symptoms of Depressive Disorder,26.1
1117,6/18/2020,Iowa,24959,680,Symptoms of Anxiety Disorder,32.4
1118,6/18/2020,Iowa,24959,680,Symptoms of Anxiety Disorder or Depressive Disorder,37.4
1119,6/18/2020,Kansas,11886,252,Symptoms of Depressive Disorder,24.4
1120,6/18/2020,Kansas,11886,252,Symptoms of Anxiety Disorder,29.4
1121,6/18/2020,Kansas,11886,252,Symptoms of Anxiety Disorder or Depressive Disorder,32.9
1122,6/18/2020,Kentucky,13391,540,Symptoms of Depressive Disorder,29.0
1123,6/18/2020,Kentucky,13391,540,Symptoms of Anxiety Disorder,33.2
1124,6/18/2020,Kentucky,13391,540,Symptoms of Anxiety Disorder or Depressive Disorder,38.3
1125,6/18/2020,Louisiana,49506,3069,Symptoms of Depressive Disorder,35.6
1126,6/18/2020,Louisiana,49506,3069,Symptoms of Anxiety Disorder,41.3
1127,6/18/2020,Louisiana,49506,3069,Symptoms of Anxiety Disorder or Depressive Disorder,46.8
1128,6/18/2020,Maine,2878,102,Symptoms of Depressive Disorder,19.0
1129,6/18/2020,Maine,2878,102,Symptoms of Anxiety Disorder,24.1
1130,6/18/2020,Maine,2878,102,Symptoms of Anxiety Disorder or Depressive Disorder,28.7
1131,6/18/2020,Maryland,63839,3016,Symptoms of Depressive Disorder,22.0
1132,6/18/2020,Maryland,63839,3016,Symptoms of Anxiety Disorder,30.1
1133,6/18/2020,Maryland,63839,3016,Symptoms of Anxiety Disorder or Depressive Disorder,33.3
1134,6/18/2020,Massachusetts,106422,7769,Symptoms of Depressive Disorder,22.8
1135,6/18/2020,Massachusetts,106422,7769,Symptoms of Anxiety Disorder,27.9
1136,6/18/2020,Massachusetts,106422,7769,Symptoms of Anxiety Disorder or Depressive Disorder,33.7
1137,6/18/2020,Michigan,66980,6064,Symptoms of Depressive Disorder,23.3
1138,6/18/2020,Michigan,66980,6064,Symptoms of Anxiety Disorder,27.4
1139,6/18/2020,Michigan,66980,6064,Symptoms of Anxiety Disorder or Depressive Disorder,31.9
1140,6/18/2020,Minnesota,31707,1376,Symptoms of Depressive Disorder,21.5
1141,6/18/2020,Minnesota,31707,1376,Symptoms of Anxiety Disorder,25.0
1142,6/18/2020,Minnesota,31707,1376,Symptoms of Anxiety Disorder or Depressive Disorder,30.6
1143,6/18/2020,Mississippi,21022,943,Symptoms of Depressive Disorder,29.3
1144,6/18/2020,Mississippi,21022,943,Symptoms of Anxiety Disorder,31.8
1145,6/18/2020,Mississippi,21022,943,Symptoms of Anxiety Disorder or Depressive Disorder,37.6
1146,6/18/2020,Missouri,17488,963,Symptoms of Depressive Disorder,25.0
1147,6/18/2020,Missouri,17488,963,Symptoms of Anxiety Disorder,28.3
1148,6/18/2020,Missouri,17488,963,Symptoms of Anxiety Disorder or Depressive Disorder,32.9
1149,6/18/2020,Montana,655,20,Symptoms of Depressive Disorder,21.6
1150,6/18/2020,Montana,655,20,Symptoms of Anxiety Disorder,27.8
1151,6/18/2020,Montana,655,20,Symptoms of Anxiety Disorder or Depressive Disorder,30.9
1152,6/18/2020,Nebraska,17415,244,Symptoms of Depressive Disorder,22.1
1153,6/18/2020,Nebraska,17415,244,Symptoms of Anxiety Disorder,25.0
1154,6/18/2020,Nebraska,17415,244,Symptoms of Anxiety Disorder or Depressive Disorder,31.2
1155,6/18/2020,Nevada,12164,475,Symptoms of Depressive Disorder,32.5
1156,6/18/2020,Nevada,12164,475,Symptoms of Anxiety Disorder,38.4
1157,6/18/2020,Nevada,12164,475,Symptoms of Anxiety Disorder or Depressive Disorder,45.6
1158,6/18/2020,New Hampshire,5450,331,Symptoms of Depressive Disorder,23.0
1159,6/18/2020,New Hampshire,5450,331,Symptoms of Anxiety Disorder,31.2
1160,6/18/2020,New Hampshire,5450,331,Symptoms of Anxiety Disorder or Depressive Disorder,34.4
1161,6/18/2020,New Jersey,168107,12800,Symptoms of Depressive Disorder,24.4
1162,6/18/2020,New Jersey,168107,12800,Symptoms of Anxiety Disorder,30.8
1163,6/18/2020,New Jersey,168107,12800,Symptoms of Anxiety Disorder or Depressive Disorder,34.1
1164,6/18/2020,New Mexico,10153,456,Symptoms of Depressive Disorder,29.4
1165,6/18/2020,New Mexico,10153,456,Symptoms of Anxiety Disorder,39.0
1166,6/18/2020,New Mexico,10153,456,Symptoms of Anxiety Disorder or Depressive Disorder,42.5
1167,6/18/2020,New York,390536,30767,Symptoms of Depressive Disorder,24.2
1168,6/18/2020,New York,390536,30767,Symptoms of Anxiety Disorder,26.9
1169,6/18/2020,New York,390536,30767,Symptoms of Anxiety Disorder or Depressive Disorder,32.9
1170,6/18/2020,North Carolina,48426,1209,Symptoms of Depressive Disorder,22.5
1171,6/18/2020,North Carolina,48426,1209,Symptoms of Anxiety Disorder,29.1
1172,6/18/2020,North Carolina,48426,1209,Symptoms of Anxiety Disorder or Depressive Disorder,34.1
1173,6/18/2020,North Dakota,3199,81,Symptoms of Depressive Disorder,25.1
1174,6/18/2020,North Dakota,3199,81,Symptoms of Anxiety Disorder,28.7
1175,6/18/2020,North Dakota,3199,81,Symptoms of Anxiety Disorder or Depressive Disorder,33.0
1176,6/18/2020,Ohio,43122,2633,Symptoms of Depressive Disorder,21.5
1177,6/18/2020,Ohio,43122,2633,Symptoms of Anxiety Disorder,27.7
1178,6/18/2020,Ohio,43122,2633,Symptoms of Anxiety Disorder or Depressive Disorder,31.6
1179,6/18/2020,Oklahoma,9354,366,Symptoms of Depressive Disorder,33.2
1180,6/18/2020,Oklahoma,9354,366,Symptoms of Anxiety Disorder,39.0
1181,6/18/2020,Oklahoma,9354,366,Symptoms of Anxiety Disorder or Depressive Disorder,44.5
1182,6/18/2020,Oregon,6390,187,Symptoms of Depressive Disorder,31.0
1183,6/18/2020,Oregon,6390,187,Symptoms of Anxiety Disorder,37.1
1184,6/18/2020,Oregon,6390,187,Symptoms of Anxiety Disorder or Depressive Disorder,42.4
1185,6/18/2020,Pennsylvania,84780,6417,Symptoms of Depressive Disorder,27.3
1186,6/18/2020,Pennsylvania,84780,6417,Symptoms of Anxiety Disorder,32.7
1187,6/18/2020,Pennsylvania,84780,6417,Symptoms of Anxiety Disorder or Depressive Disorder,39.8
1188,6/18/2020,Rhode Island,16269,885,Symptoms of Depressive Disorder,22.1
1189,6/18/2020,Rhode Island,16269,885,Symptoms of Anxiety Disorder,28.2
1190,6/18/2020,Rhode Island,16269,885,Symptoms of Anxiety Disorder or Depressive Disorder,32.9
1191,6/18/2020,South Carolina,21548,621,Symptoms of Depressive Disorder,22.4
1192,6/18/2020,South Carolina,21548,621,Symptoms of Anxiety Disorder,31.4
1193,6/18/2020,South Carolina,21548,621,Symptoms of Anxiety Disorder or Depressive Disorder,34.4
1194,6/18/2020,South Dakota,6109,78,Symptoms of Depressive Disorder,21.7
1195,6/18/2020,South Dakota,6109,78,Symptoms of Anxiety Disorder,24.2
1196,6/18/2020,South Dakota,6109,78,Symptoms of Anxiety Disorder or Depressive Disorder,31.0
1197,6/18/2020,Tennessee,32604,504,Symptoms of Depressive Disorder,26.8
1198,6/18/2020,Tennessee,32604,504,Symptoms of Anxiety Disorder,30.8
1199,6/18/2020,Tennessee,32604,504,Symptoms of Anxiety Disorder or Depressive Disorder,36.6
1200,6/18/2020,Texas,102677,2137,Symptoms of Depressive Disorder,25.6
1201,6/18/2020,Texas,102677,2137,Symptoms of Anxiety Disorder,32.1
1202,6/18/2020,Texas,102677,2137,Symptoms of Anxiety Disorder or Depressive Disorder,36.2
1203,6/18/2020,Utah,16015,152,Symptoms of Depressive Disorder,27.3
1204,6/18/2020,Utah,16015,152,Symptoms of Anxiety Disorder,33.3
1205,6/18/2020,Utah,16015,152,Symptoms of Anxiety Disorder or Depressive Disorder,37.2
1206,6/18/2020,Vermont,1135,56,Symptoms of Depressive Disorder,18.4
1207,6/18/2020,Vermont,1135,56,Symptoms of Anxiety Disorder,25.0
1208,6/18/2020,Vermont,1135,56,Symptoms of Anxiety Disorder or Depressive Disorder,27.9
1209,6/18/2020,Virginia,56238,1586,Symptoms of Depressive Disorder,26.9
1210,6/18/2020,Virginia,56238,1586,Symptoms of Anxiety Disorder,31.9
1211,6/18/2020,Virginia,56238,1586,Symptoms of Anxiety Disorder or Depressive Disorder,36.9
1212,6/18/2020,Washington,28663,1246,Symptoms of Depressive Disorder,26.4
1213,6/18/2020,Washington,28663,1246,Symptoms of Anxiety Disorder,30.5
1214,6/18/2020,Washington,28663,1246,Symptoms of Anxiety Disorder or Depressive Disorder,34.7
1215,6/18/2020,West Virginia,2418,88,Symptoms of Depressive Disorder,30.2
1216,6/18/2020,West Virginia,2418,88,Symptoms of Anxiety Disorder,34.7
1217,6/18/2020,West Virginia,2418,88,Symptoms of Anxiety Disorder or Depressive Disorder,38.4
1218,6/18/2020,Wisconsin,26611,725,Symptoms of Depressive Disorder,15.7
1219,6/18/2020,Wisconsin,26611,725,Symptoms of Anxiety Disorder,21.3
1220,6/18/2020,Wisconsin,26611,725,Symptoms of Anxiety Disorder or Depressive Disorder,24.6
1221,6/18/2020,Wyoming,1144,18,Symptoms of Depressive Disorder,17.6
1222,6/18/2020,Wyoming,1144,18,Symptoms of Anxiety Disorder,23.7
1223,6/18/2020,Wyoming,1144,18,Symptoms of Anxiety Disorder or Depressive Disorder,28.4
1224,6/25/2020,Alabama,33206,896,Symptoms of Depressive Disorder,26.5
1225,6/25/2020,Alabama,33206,896,Symptoms of Anxiety Disorder,28.7
1226,6/25/2020,Alabama,33206,896,Symptoms of Anxiety Disorder or Depressive Disorder,35.9
1227,6/25/2020,Alaska,971,10,Symptoms of Depressive Disorder,23.8
1228,6/25/2020,Alaska,971,10,Symptoms of Anxiety Disorder,32.5
1229,6/25/2020,Alaska,971,10,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
1230,6/25/2020,Arizona,63297,1495,Symptoms of Depressive Disorder,32.7
1231,6/25/2020,Arizona,63297,1495,Symptoms of Anxiety Disorder,39.7
1232,6/25/2020,Arizona,63297,1495,Symptoms of Anxiety Disorder or Depressive Disorder,44.1
1233,6/25/2020,Arkansas,18062,240,Symptoms of Depressive Disorder,29.6
1234,6/25/2020,Arkansas,18062,240,Symptoms of Anxiety Disorder,33.5
1235,6/25/2020,Arkansas,18062,240,Symptoms of Anxiety Disorder or Depressive Disorder,37.4
1236,6/25/2020,California,201413,5810,Symptoms of Depressive Disorder,27.6
1237,6/25/2020,California,201413,5810,Symptoms of Anxiety Disorder,32.2
1238,6/25/2020,California,201413,5810,Symptoms of Anxiety Disorder or Depressive Disorder,38.1
1239,6/25/2020,Colorado,31463,1669,Symptoms of Depressive Disorder,26.1
1240,6/25/2020,Colorado,31463,1669,Symptoms of Anxiety Disorder,33.0
1241,6/25/2020,Colorado,31463,1669,Symptoms of Anxiety Disorder or Depressive Disorder,37.3
1242,6/25/2020,Connecticut,45994,4298,Symptoms of Depressive Disorder,24.0
1243,6/25/2020,Connecticut,45994,4298,Symptoms of Anxiety Disorder,32.5
1244,6/25/2020,Connecticut,45994,4298,Symptoms of Anxiety Disorder or Depressive Disorder,35.3
1245,6/25/2020,Delaware,10980,507,Symptoms of Depressive Disorder,25.4
1246,6/25/2020,Delaware,10980,507,Symptoms of Anxiety Disorder,27.4
1247,6/25/2020,Delaware,10980,507,Symptoms of Anxiety Disorder or Depressive Disorder,33.2
1248,6/25/2020,District of Columbia,10159,543,Symptoms of Depressive Disorder,27.6
1249,6/25/2020,District of Columbia,10159,543,Symptoms of Anxiety Disorder,29.6
1250,6/25/2020,District of Columbia,10159,543,Symptoms of Anxiety Disorder or Depressive Disorder,39.4
1251,6/25/2020,Florida,114010,3326,Symptoms of Depressive Disorder,31.8
1252,6/25/2020,Florida,114010,3326,Symptoms of Anxiety Disorder,37.7
1253,6/25/2020,Florida,114010,3326,Symptoms of Anxiety Disorder or Depressive Disorder,43.8
1254,6/25/2020,Georgia,67796,2704,Symptoms of Depressive Disorder,31.4
1255,6/25/2020,Georgia,67796,2704,Symptoms of Anxiety Disorder,36.8
1256,6/25/2020,Georgia,67796,2704,Symptoms of Anxiety Disorder or Depressive Disorder,40.9
1257,6/25/2020,Hawaii,836,17,Symptoms of Depressive Disorder,28.2
1258,6/25/2020,Hawaii,836,17,Symptoms of Anxiety Disorder,31.5
1259,6/25/2020,Hawaii,836,17,Symptoms of Anxiety Disorder or Depressive Disorder,38.3
1260,6/25/2020,Idaho,4869,91,Symptoms of Depressive Disorder,29.5
1261,6/25/2020,Idaho,4869,91,Symptoms of Anxiety Disorder,32.9
1262,6/25/2020,Idaho,4869,91,Symptoms of Anxiety Disorder or Depressive Disorder,40.7
1263,6/25/2020,Illinois,140935,7024,Symptoms of Depressive Disorder,28.1
1264,6/25/2020,Illinois,140935,7024,Symptoms of Anxiety Disorder,33.7
1265,6/25/2020,Illinois,140935,7024,Symptoms of Anxiety Disorder or Depressive Disorder,39.6
1266,6/25/2020,Indiana,44779,2586,Symptoms of Depressive Disorder,26.2
1267,6/25/2020,Indiana,44779,2586,Symptoms of Anxiety Disorder,34.7
1268,6/25/2020,Indiana,44779,2586,Symptoms of Anxiety Disorder or Depressive Disorder,38.1
1269,6/25/2020,Iowa,27384,702,Symptoms of Depressive Disorder,23.1
1270,6/25/2020,Iowa,27384,702,Symptoms of Anxiety Disorder,31.5
1271,6/25/2020,Iowa,27384,702,Symptoms of Anxiety Disorder or Depressive Disorder,34.3
1272,6/25/2020,Kansas,13207,263,Symptoms of Depressive Disorder,20.9
1273,6/25/2020,Kansas,13207,263,Symptoms of Anxiety Disorder,28.0
1274,6/25/2020,Kansas,13207,263,Symptoms of Anxiety Disorder or Depressive Disorder,31.4
1275,6/25/2020,Kentucky,14793,569,Symptoms of Depressive Disorder,26.4
1276,6/25/2020,Kentucky,14793,569,Symptoms of Anxiety Disorder,33.9
1277,6/25/2020,Kentucky,14793,569,Symptoms of Anxiety Disorder or Depressive Disorder,38.5
1278,6/25/2020,Louisiana,53528,3164,Symptoms of Depressive Disorder,32.2
1279,6/25/2020,Louisiana,53528,3164,Symptoms of Anxiety Disorder,40.5
1280,6/25/2020,Louisiana,53528,3164,Symptoms of Anxiety Disorder or Depressive Disorder,44.9
1281,6/25/2020,Maine,3070,103,Symptoms of Depressive Disorder,23.8
1282,6/25/2020,Maine,3070,103,Symptoms of Anxiety Disorder,32.0
1283,6/25/2020,Maine,3070,103,Symptoms of Anxiety Disorder or Depressive Disorder,35.6
1284,6/25/2020,Maryland,66397,3129,Symptoms of Depressive Disorder,22.1
1285,6/25/2020,Maryland,66397,3129,Symptoms of Anxiety Disorder,29.5
1286,6/25/2020,Maryland,66397,3129,Symptoms of Anxiety Disorder or Depressive Disorder,33.6
1287,6/25/2020,Massachusetts,107837,7962,Symptoms of Depressive Disorder,24.2
1288,6/25/2020,Massachusetts,107837,7962,Symptoms of Anxiety Disorder,28.7
1289,6/25/2020,Massachusetts,107837,7962,Symptoms of Anxiety Disorder or Depressive Disorder,34.5
1290,6/25/2020,Michigan,69159,6137,Symptoms of Depressive Disorder,23.5
1291,6/25/2020,Michigan,69159,6137,Symptoms of Anxiety Disorder,29.7
1292,6/25/2020,Michigan,69159,6137,Symptoms of Anxiety Disorder or Depressive Disorder,34.8
1293,6/25/2020,Minnesota,34158,1441,Symptoms of Depressive Disorder,22.3
1294,6/25/2020,Minnesota,34158,1441,Symptoms of Anxiety Disorder,25.1
1295,6/25/2020,Minnesota,34158,1441,Symptoms of Anxiety Disorder or Depressive Disorder,29.9
1296,6/25/2020,Mississippi,24516,1016,Symptoms of Depressive Disorder,34.4
1297,6/25/2020,Mississippi,24516,1016,Symptoms of Anxiety Disorder,36.5
1298,6/25/2020,Mississippi,24516,1016,Symptoms of Anxiety Disorder or Depressive Disorder,42.1
1299,6/25/2020,Missouri,20076,1006,Symptoms of Depressive Disorder,25.6
1300,6/25/2020,Missouri,20076,1006,Symptoms of Anxiety Disorder,32.2
1301,6/25/2020,Missouri,20076,1006,Symptoms of Anxiety Disorder or Depressive Disorder,35.8
1302,6/25/2020,Montana,803,21,Symptoms of Depressive Disorder,22.2
1303,6/25/2020,Montana,803,21,Symptoms of Anxiety Disorder,25.7
1304,6/25/2020,Montana,803,21,Symptoms of Anxiety Disorder or Depressive Disorder,30.6
1305,6/25/2020,Nebraska,18346,266,Symptoms of Depressive Disorder,22.0
1306,6/25/2020,Nebraska,18346,266,Symptoms of Anxiety Disorder,27.8
1307,6/25/2020,Nebraska,18346,266,Symptoms of Anxiety Disorder or Depressive Disorder,30.5
1308,6/25/2020,Nevada,14911,495,Symptoms of Depressive Disorder,26.8
1309,6/25/2020,Nevada,14911,495,Symptoms of Anxiety Disorder,35.0
1310,6/25/2020,Nevada,14911,495,Symptoms of Anxiety Disorder or Depressive Disorder,39.1
1311,6/25/2020,New Hampshire,5638,357,Symptoms of Depressive Disorder,24.3
1312,6/25/2020,New Hampshire,5638,357,Symptoms of Anxiety Disorder,27.5
1313,6/25/2020,New Hampshire,5638,357,Symptoms of Anxiety Disorder or Depressive Disorder,32.4
1314,6/25/2020,New Jersey,172050,14872,Symptoms of Depressive Disorder,24.2
1315,6/25/2020,New Jersey,172050,14872,Symptoms of Anxiety Disorder,30.2
1316,6/25/2020,New Jersey,172050,14872,Symptoms of Anxiety Disorder or Depressive Disorder,33.9
1317,6/25/2020,New Mexico,11192,485,Symptoms of Depressive Disorder,29.7
1318,6/25/2020,New Mexico,11192,485,Symptoms of Anxiety Disorder,32.2
1319,6/25/2020,New Mexico,11192,485,Symptoms of Anxiety Disorder or Depressive Disorder,39.1
1320,6/25/2020,New York,395168,31029,Symptoms of Depressive Disorder,23.9
1321,6/25/2020,New York,395168,31029,Symptoms of Anxiety Disorder,30.6
1322,6/25/2020,New York,395168,31029,Symptoms of Anxiety Disorder or Depressive Disorder,34.3
1323,6/25/2020,North Carolina,57540,1305,Symptoms of Depressive Disorder,22.7
1324,6/25/2020,North Carolina,57540,1305,Symptoms of Anxiety Disorder,30.4
1325,6/25/2020,North Carolina,57540,1305,Symptoms of Anxiety Disorder or Depressive Disorder,33.4
1326,6/25/2020,North Dakota,3402,87,Symptoms of Depressive Disorder,25.0
1327,6/25/2020,North Dakota,3402,87,Symptoms of Anxiety Disorder,29.4
1328,6/25/2020,North Dakota,3402,87,Symptoms of Anxiety Disorder or Depressive Disorder,34.0
1329,6/25/2020,Ohio,47651,2772,Symptoms of Depressive Disorder,23.3
1330,6/25/2020,Ohio,47651,2772,Symptoms of Anxiety Disorder,28.8
1331,6/25/2020,Ohio,47651,2772,Symptoms of Anxiety Disorder or Depressive Disorder,34.6
1332,6/25/2020,Oklahoma,11947,375,Symptoms of Depressive Disorder,32.8
1333,6/25/2020,Oklahoma,11947,375,Symptoms of Anxiety Disorder,36.5
1334,6/25/2020,Oklahoma,11947,375,Symptoms of Anxiety Disorder or Depressive Disorder,43.0
1335,6/25/2020,Oregon,7605,199,Symptoms of Depressive Disorder,27.1
1336,6/25/2020,Oregon,7605,199,Symptoms of Anxiety Disorder,34.1
1337,6/25/2020,Oregon,7605,199,Symptoms of Anxiety Disorder or Depressive Disorder,38.9
1338,6/25/2020,Pennsylvania,88230,6602,Symptoms of Depressive Disorder,26.5
1339,6/25/2020,Pennsylvania,88230,6602,Symptoms of Anxiety Disorder,33.4
1340,6/25/2020,Pennsylvania,88230,6602,Symptoms of Anxiety Disorder or Depressive Disorder,37.5
1341,6/25/2020,Rhode Island,16640,920,Symptoms of Depressive Disorder,24.0
1342,6/25/2020,Rhode Island,16640,920,Symptoms of Anxiety Disorder,28.9
1343,6/25/2020,Rhode Island,16640,920,Symptoms of Anxiety Disorder or Depressive Disorder,35.2
1344,6/25/2020,South Carolina,29022,693,Symptoms of Depressive Disorder,28.9
1345,6/25/2020,South Carolina,29022,693,Symptoms of Anxiety Disorder,35.0
1346,6/25/2020,South Carolina,29022,693,Symptoms of Anxiety Disorder or Depressive Disorder,39.4
1347,6/25/2020,South Dakota,6479,87,Symptoms of Depressive Disorder,25.1
